ID	q=0	q=1	q=2
5	54.0	3.2268175020431427	3.1130443780459607
6	54.0	5.9803353194046425	5.962009621815828
7	54.0	3.9987148875784717	3.997446344401476
11	54.0	6.100715648937159	5.643711546449893
13	54.0	5.260612320333596	5.133901950988121
15	54.0	4.476731887760877	4.237593907028298
27	54.0	3.918256677925629	3.85356659291001
31	54.0	2.997907312494072	2.995855834946525
34	54.0	3.9983121031958717	3.9966512397676266
35	54.0	5.828377091697418	5.4697135987961625
37	54.0	4.23063947033982	4.114430747985342
40	54.0	6.994721268539786	6.989570079211388
41	54.0	4.924208510409126	4.863946572901204
44	54.0	6.5056776854843195	6.257669379117005
46	54.0	5.940693897046283	5.891790857088302
48	54.0	7.594560225405646	7.4275480521605735
50	54.0	3.1754267377480137	3.0034539281487693
56	54.0	3.2218746325421224	3.1096730146259994
57	54.0	3.9976615111912692	3.9953893286166915
58	54.0	3.9976840306933763	3.9954239102358104
59	54.0	5.787033762143726	5.406889118966244
60	54.0	4.416870659299203	4.254719352655052
61	54.0	3.9981236996337346	3.9962812833132064
62	54.0	3.9977554482667657	3.9955669521206136
63	54.0	5.997572537230762	5.9952213813115645
65	54.0	2.9494419816507342	2.6170299610255428
72	54.0	6.148283093616029	5.959156228083166
74	54.0	4.806439283661172	4.449856118237382
76	54.0	4.242319405174333	4.121500475126591
77	54.0	3.9941538806726076	3.988424859123253
78	54.0	3.9243410494424364	3.863766795388634
79	54.0	4.99285668118937	4.985921100874704
80	54.0	5.997344779678194	5.994748606494126
81	54.0	2.9983589692242725	2.9967467415868256
82	54.0	4.218644926587465	4.1079761983945735
84	54.0	5.2264316885415445	5.109240219157678
85	54.0	3.1736223881067547	2.994928710160989
86	54.0	2.998264882466479	2.9965603402040117
87	54.0	3.9342455464796395	3.8805110341291567
88	54.0	4.997787981536767	4.995627598748818
92	54.0	10.940429261618464	10.450823558460076
94	54.0	4.952904614083446	4.9128782697986635
95	54.0	5.22247003184959	5.044200476092847
96	54.0	2.998709830199394	2.997404402170063
99	54.0	3.2325498003949926	3.1164855473620365
105	54.0	4.898081154475993	4.822015115553594
106	54.0	4.997574977806297	4.99519137997091
107	54.0	6.232553880025525	6.117662131742795
108	54.0	3.996940706431237	3.993976824060713
112	54.0	4.896287127617686	4.819012537218395
113	54.0	3.226281867797421	3.112657022168671
114	54.0	6.502308018471118	6.27955268684393
115	54.0	4.169029334911212	3.984237059094546
116	54.0	4.997406704771317	4.994883240084564
118	54.0	3.1610307003988773	2.9665854266300973
120	54.0	5.863409879262138	5.557369373939474
121	54.0	4.997947451704885	4.99594514883112
127	54.0	6.055221212546536	5.233070215942157
128	54.0	4.07489095829678	3.649271699738116
133	54.0	3.9347301216651873	3.8813260562963974
134	54.0	3.215797612691512	3.1059427931287384
135	54.0	3.9980468458427376	3.996130689654206
136	54.0	3.1907292511589525	3.0107780397387756
138	54.0	5.169226291779947	4.749015552926703
139	54.0	4.930572555634121	4.87499776339581
142	54.0	4.2420813070015395	4.123334716367545
143	54.0	4.228461924938005	4.111868218643147
144	54.0	3.9978278081689034	3.995676054151859
147	54.0	6.132553249261704	5.9526035788427025
149	54.0	4.190469431505886	4.020388604643184
151	54.0	5.178081593687591	5.005314555025609
154	54.0	3.160579576376497	2.97854892378461
155	54.0	3.9290128198776175	3.8711716027241736
156	54.0	4.2412674316479295	4.119786309203637
158	54.0	4.5096545539669	4.187714207971855
159	54.0	4.997657023854912	4.995381559763411
160	54.0	3.9979629238137058	3.99596657390713
162	54.0	4.99836138775479	4.996737496307078
166	54.0	4.997693347056502	4.995406430689521
168	54.0	3.2159796071359383	3.0922454077889325
173	54.0	3.238922508512823	3.120998827598012
181	54.0	4.998260411112423	4.99656662983692
